tweet_id,favorites,retweets,user_followers,user_favourites,date_time
841439858740625411,13508,4054,6600890,132942,2017-03-14 00:04:30
841320156043304961,21071,5965,6600890,132942,2017-03-13 16:08:50
841314665196081154,16967,5177,6600890,132942,2017-03-13 15:47:01
841077006473256960,24504,5833,6600890,132942,2017-03-13 00:02:39
840761248237133825,0,1935,6600890,132942,2017-03-12 03:07:56
840728873075638272,0,17794,6600890,132942,2017-03-12 00:59:17
840698636975636481,195,3,6600890,132942,2017-03-11 22:59:09
840696689258311684,13158,1089,6600890,132942,2017-03-11 22:51:24
840632337062862849,9606,1935,6600890,132942,2017-03-11 18:35:42
840370681858686976,17613,5025,6600890,132942,2017-03-11 01:15:58
840268004936019968,20613,6319,6600890,132942,2017-03-10 18:27:58
839990271299457024,14374,2536,6600890,132942,2017-03-10 00:04:21
839549326359670784,29483,8588,6600890,132942,2017-03-08 18:52:12
839290600511926273,0,156,6600891,132942,2017-03-08 01:44:07
839239871831150596,29137,7226,6600891,132942,2017-03-07 22:22:32
838952994649550848,21006,4397,6600891,132942,2017-03-07 03:22:35
838921590096166913,11969,2293,6600891,132942,2017-03-07 01:17:48
838916489579200512,0,37,6600891,132942,2017-03-07 00:57:32
838831947270979586,0,12260,6600891,132942,2017-03-06 19:21:35
838561493054533637,11695,1469,6600892,132942,2017-03-06 01:26:54
838476387338051585,24236,5329,6600892,132942,2017-03-05 19:48:43
838201503651401729,0,11201,6600892,132942,2017-03-05 01:36:26
838150277551247360,1795,359,6600893,132942,2017-03-04 22:12:52
838085839343206401,148,0,6600893,132942,2017-03-04 17:56:49
838083903487373313,18895,3481,6600893,132942,2017-03-04 17:49:08
837820167694528512,36683,8709,6600893,132942,2017-03-04 00:21:08
837482249356513284,4134,490,6600893,132942,2017-03-03 01:58:22
837471256429613056,13752,2559,6600893,132942,2017-03-03 01:14:41
837366284874571778,22666,5856,6600893,132942,2017-03-02 18:17:34
837110210464448512,17175,2658,6600893,132942,2017-03-02 01:20:01
836989968035819520,13654,2546,6600893,132942,2017-03-01 17:22:13
836753516572119041,20652,5106,6600893,132942,2017-03-01 01:42:39
836677758902222849,13534,2456,6600893,132942,2017-02-28 20:41:37
836648853927522308,0,612,6600893,132942,2017-02-28 18:46:45
836397794269200385,0,30551,6600893,132942,2017-02-28 02:09:08
836380477523124226,15801,3257,6600893,132942,2017-02-28 01:00:19
836260088725786625,22796,4745,6600893,132942,2017-02-27 17:01:56
836001077879255040,20526,4788,6600893,132942,2017-02-26 23:52:43
835685285446955009,0,9083,6600893,132942,2017-02-26 02:57:52
835574547218894849,19136,4020,6600893,132942,2017-02-25 19:37:50
835536468978302976,0,1887,6600893,132942,2017-02-25 17:06:32
835309094223372289,0,23357,6600894,132942,2017-02-25 02:03:02
